R1,G1,B1,R2,G2,B2,R3,G3,B3,R4,G4,B4,R5,G5,B5
235,212,129,255,239,154,255,245,190
131,125,60,162,155,76,208,202,120
154,54,31,213,86,59,240,122,85
208,184,140,241,223,189,255,237,204
86,125,97,145,170,100,221,210,115
116,89,65,150,110,83,181,144,110
198,83,18,239,127,63,255,164,79
